,string,label,clause1,operator,clause2
2209,_emRxmT@627 !< KXc@521,2,1,8,1
2210,vMtMKBwLJy@762 >= JCiOxD@146,2,1,4,1
2211,Z@513 !< ___MQ@747,2,1,8,1
2212,vtSw_@644 <= JwmHCx@55,2,1,5,1
2213,_RkqojJ@467 < SZ@609,2,1,3,1
2214,JIusPt_@216 >= Kk@811,2,1,4,1
2215,tof_hdBB_s@451 !< XB_CQfld_L@602,2,1,8,1
2216,oq__@757 !< xyAVJ@404,2,1,8,1
2217,q@710 !> _@729,2,1,7,1
2218,m@980 = y_DuoHI@193,2,1,6,1
2219,yyq__YN_@543 !< _bmO@901,2,1,8,1
2220,BJepjxHVh@207 !< _eX@287,2,1,8,1
2221,D_@531 = hH_Js_BfX@931,2,1,6,1
2222,H_ncIy_@155 !< t@524,2,1,8,1
2223,_I@197 !< TEqqHP_BYf@981,2,1,8,1
2224,xqe_tOpI_@831 <= IUEa@661,2,1,5,1
2225,ibe@703 !< e_L@913,2,1,8,1
2226,_TkSfKpnDN@785 !> lzzlWGXj@435,2,1,7,1
2227,kfUyLzs_@955 !> MSccIW_@984,2,1,7,1
2228,HQ_ZmfUn@427 = bG_LTRE@258,2,1,6,1
2229,a_KCr@519 = p@276,2,1,6,1
2230,mARht__f_L@317 !> o@678,2,1,7,1
2231,NXqkgn@799 !< _bKxfhKFH@939,2,1,8,1
2232,Ua_sfLksQ@240 != hKWWjtSf@214,2,1,9,1
2233,DnjKxJmDsB@585 < uV@295,2,1,3,1
2234,XhunyEMOgo@902 < A_EF_nM_Pn@580,2,1,3,1
2235,_faMrC@829 !< pHGS_@651,2,1,8,1
2236,_mSb@429 < d_dCEsOusS@837,2,1,3,1
2237,aMWwXHU@344 <= fZFuD@249,2,1,5,1
2238,y_tu@818 !< XsuM@513,2,1,8,1
2239,jZU_irpmE@44 !< OWYXnI@512,2,1,8,1
2240,HJZpgK__@849 = R@155,2,1,6,1
2241,Cp@518 != Sw_@430,2,1,9,1
2242,im@24 !< _SePi_Dyn@598,2,1,8,1
2243,aSebQiS@837 = Ua@590,2,1,6,1
2244,FjrrmrIl@674 !< gqChTjqd_@341,2,1,8,1
2245,ULnYynZmm@475 != A____Tj@927,2,1,9,1
2246,n_uL@483 <= bg_GV@361,2,1,5,1
2247,Nzxki_JLN@28 >= qqSKDrPlM@723,2,1,4,1
2248,L@775 > _v_yfgir_p@246,2,1,2,1
2249,D@508 < rta@554,2,1,3,1
2250,_Q_fQ@141 != Xc_dbld@782,2,1,9,1
2251,l_CRfa_KM@539 >= iGJ@866,2,1,4,1
2252,N__Y@905 !> uF@502,2,1,7,1
2253,EqUm_jEabD@621 !< EQIm_@399,2,1,8,1
2254,yOVz_FQtl@524 = sh@297,2,1,6,1
2255,RbX_Af_as@746 < UQi__Nb@214,2,1,3,1
2256,Sut@232 <= IxAmIHZBB@604,2,1,5,1
2257,PbJx@524 <= C_fTE@964,2,1,5,1
2258,xswlKxoz@986 >= safrb_@528,2,1,4,1
2259,Qmg_M@224 !< oi_lG_LL@586,2,1,8,1
2260,tZAV_@753 != _t@996,2,1,9,1
2261,poMXF_m@448 > cOpu_Z@464,2,1,2,1
2262,j_I@653 != eHlm_J@607,2,1,9,1
2263,e_OgbI__ED@180 != EJ@355,2,1,9,1
2264,CIU@979 !< Pki_ZeP@730,2,1,8,1
2265,_fE_f_jI@459 > QJbuPm__Pq@610,2,1,2,1
2266,zn_O__mAy_@220 != lR_bMRiI@811,2,1,9,1
2267,_o@998 !> nbqvS_umz@743,2,1,7,1
2268,GmoPE@938 >= _n_@813,2,1,4,1
2269,fruv_TLVSr@23 < s@762,2,1,3,1
2270,S_YXz@429 !> __gum@297,2,1,7,1
2271,f_dSHWT@768 != BK_hxCutw@761,2,1,9,1
2272,i_PZpK@446 >= kJ_ej_Wfr_@708,2,1,4,1
2273,HUzz@14 > I__UP_VTp@880,2,1,2,1
2274,zVuqaVH__@720 >= p@415,2,1,4,1
2275,ijK@802 <= bA_uIcHfEJ@459,2,1,5,1
2276,m_xckeHkJ@945 = Bpy@138,2,1,6,1
2277,I_oo_DDYM@643 > BJ@902,2,1,2,1
2278,_wxckHWZZ@358 > _@561,2,1,2,1
2279,O_rlq@686 !< Q_bMAD@163,2,1,8,1
2280,ShkmUkvpiE@351 = aBt@445,2,1,6,1
2281,z@61 !< M@480,2,1,8,1
2282,_kiQ_BoA_T@662 !< KLAs_p@625,2,1,8,1
2283,tOwadyT_MQ@972 !< _wXmua@652,2,1,8,1
2284,K@807 <= f_vfTa@997,2,1,5,1
2285,nz_VNnf_EV@75 > ZeQvJG@164,2,1,2,1
2286,ZKSR_VkUS@888 > teizYas@733,2,1,2,1
2287,_P@168 !< _j@398,2,1,8,1
2288,_hSoQXIfym@717 !< MT_NMkaWE_@235,2,1,8,1
2289,_szGrUy_ZC@340 <= jIf_@363,2,1,5,1
2290,W@180 != BieFXQ@564,2,1,9,1
2291,_LgYdeaU@653 >= tjdKaVjUGA@127,2,1,4,1
2292,zwzZst@781 <= GUtQo@79,2,1,5,1
2293,B___l_HH@990 !> OW@958,2,1,7,1
2294,N_Dus@47 != PfBVXHuT@107,2,1,9,1
2295,O_@882 > ckku@671,2,1,2,1
2296,sq@901 !< Lps@159,2,1,8,1
2297,_T@3 != Xqz_b_aF@182,2,1,9,1
2298,wwBD_vIPIY@154 < X@762,2,1,3,1
2299,D@747 !< IFfquIJs@638,2,1,8,1
2300,ZZk_pR@185 = rBcbxh@600,2,1,6,1
2301,ND_IHgtyy_@251 > dc@215,2,1,2,1
2302,GsFR_NL_uA@19 != A@843,2,1,9,1
2303,RlsSl_QR@806 >= FB@228,2,1,4,1
2304,rXnVYBG@71 != ie__bpt_YJ@761,2,1,9,1
2305,jwerfUTu@932 !> s_ivLqr_Xx@369,2,1,7,1
2306,xd@769 !< R_jbJvK_k@653,2,1,8,1
2307,IQq_zxb@505 < GP_OzgJUZ_@465,2,1,3,1
2308,sytGx@63 = y_oAbnw@524,2,1,6,1
2309,sqOtoYLtUj@695 !< ZEaB@735,2,1,8,1
2310,ueV@97 > _CCBrYu@211,2,1,2,1
2311,bO@904 != GVYgy_f_T@34,2,1,9,1
2312,XSiUoX__Y@646 >= KIIfAX_@737,2,1,4,1
2313,IGiO@566 < LVD_a@180,2,1,3,1
2314,_QdkG@348 !> KDck@796,2,1,7,1
2315,vc_WVTg@737 >= UjNPbc@476,2,1,4,1
2316,OTyHekSqH@827 > EYVJs@620,2,1,2,1
2317,_ax_@630 !> SHpB@362,2,1,7,1
2318,Hrxh_Lnt@118 != rxvcvd_F@88,2,1,9,1
2319,z_Bu_o@643 = rh_km@588,2,1,6,1
2320,ZdPL@613 > QzpYIgYnF@591,2,1,2,1
2321,D_eMpIb@429 != q_s@727,2,1,9,1
2322,_QdlbBB@503 <= YZbOS_Pgj_@811,2,1,5,1
2323,lkFZR@23 !< _VV@765,2,1,8,1
2324,ckctnIBI@507 != hdC@723,2,1,9,1
2325,dUG__SBMgw@942 !> c_@541,2,1,7,1
2326,aIATvmGOZM@73 !> mJsqjIB@867,2,1,7,1
2327,o@444 < J_rGpJ_LJ@396,2,1,3,1
2328,cklrMhO_@512 != Oaw@604,2,1,9,1
2329,UDgcTvA@10 <= ZBB_TYSrZ@864,2,1,5,1
2330,nRq__ZP@444 < Yj_Ji__@809,2,1,3,1
2331,jBbXvOFB_r@604 >= _EsijRnZke@141,2,1,4,1
2332,dZ_B@444 !< ryfaE_eM_s@921,2,1,8,1
2333,yItPW@961 >= F@85,2,1,4,1
2334,v@4 = g_aL__LA__@220,2,1,6,1
2335,kyJK@370 >= nBLCMY@514,2,1,4,1
2336,c@291 != xbj@346,2,1,9,1
2337,ijTsTKmG@167 != _rJ_muu@870,2,1,9,1
2338,qGgaBP@951 <= NIYMQop_r@312,2,1,5,1
2339,Shc__zfQ_A@449 >= q@494,2,1,4,1
2340,AjOM@405 = h__@107,2,1,6,1
2341,nU_t@839 != ryl__PZERI@155,2,1,9,1
2342,r@986 <= wn@526,2,1,5,1
2343,ZfaOK@48 < KYkPWCcB_H@250,2,1,3,1
2344,_dpWO_x@455 != JmiUj@517,2,1,9,1
2345,M_LYh__kuF@271 >= NIDr_W_qV@945,2,1,4,1
2346,iF@447 !< Df@657,2,1,8,1
2347,MvySW_@580 !< FAGU@189,2,1,8,1
2348,__InAtVpf@938 !> X_oegC_rkc@706,2,1,7,1
2349,Zy@46 !< vjeAx@797,2,1,8,1
2350,FE_mVA_Zf@660 > PYTw@538,2,1,2,1
2351,tOBg@400 = TRdyFF@521,2,1,6,1
2352,ceNnR_@768 != _P@877,2,1,9,1
2353,IJG@70 >= dhfN@399,2,1,4,1
2354,fBDDT@30 !< xulnU@76,2,1,8,1
2355,a@274 !< sDUWLzQ@264,2,1,8,1
2356,l__z_XFy@266 < NVcUEsI@405,2,1,3,1
2357,ZLje@698 > igf@570,2,1,2,1
2358,_T@855 > PwkUwXcW_@240,2,1,2,1
2359,bVP@222 !< w_EyC@34,2,1,8,1
2360,ncS_@196 < iUi@671,2,1,3,1
2361,x@63 > y_K@776,2,1,2,1
2362,VF_PooWL@843 = _H@303,2,1,6,1
2363,eb_kMWJB@846 = _WDv_C@927,2,1,6,1
2364,y@143 > BT@975,2,1,2,1
2365,Mwrx_YM_CH@554 !< e_XHxfh@726,2,1,8,1
2366,Y@914 >= O_L_FB_tlj@183,2,1,4,1
2367,_@349 >= g__VhmZe@958,2,1,4,1
2368,QxP_wl@819 !> Zl@755,2,1,7,1
2369,RePk_F@374 !< _@214,2,1,8,1
2370,veAE@92 !> NFcEvGaH@979,2,1,7,1
2371,u_n_g_IbU_@936 > bas_Zv_BUW@406,2,1,2,1
2372,IXQBBx@582 !< K_VSpqYVWN@961,2,1,8,1
2373,Q@322 > sfTS_HNrVM@310,2,1,2,1
2374,mu_rIBx@142 = EsuhY_CfD@226,2,1,6,1
2375,Ujmj_fSD@194 = kSD@564,2,1,6,1
2376,nHp_of@597 = _@995,2,1,6,1
2377,U_IgK@244 !> wiJ_wr_SYU@28,2,1,7,1
2378,__lGMC_NZb@396 != n_AScW@775,2,1,9,1
2379,aKWolvLWp@243 != iihqOEX_ap@463,2,1,9,1
2380,LAJI@108 = nN_FsYrDL_@838,2,1,6,1
2381,vFlLehTKOu@76 = uq_E@343,2,1,6,1
2382,xJxiAckt@75 !< l_M_@244,2,1,8,1
2383,_@99 !< _BWDp@489,2,1,8,1
2384,sl_P_pr_@883 !< VDEuz_@809,2,1,8,1
2385,PG@615 != lhC_UPqfM_@73,2,1,9,1
2386,ZysxjpOptr@784 > HOD@225,2,1,2,1
2387,_ig@846 >= RzRDofMN@544,2,1,4,1
2388,ahjDenoFRj@570 < f__XfaHX@65,2,1,3,1
2389,f@538 > _l_ok@687,2,1,2,1
2390,_zhg@934 != _@493,2,1,9,1
2391,_mh@432 < qv@489,2,1,3,1
2392,V_pYDRPv_M@887 !< TA@499,2,1,8,1
2393,gXcnsu@107 < wDf__O@360,2,1,3,1
2394,NS_NPY@493 < _nrAIq_EXL@743,2,1,3,1
2395,vJ_S@404 !< jEQx_@562,2,1,8,1
2396,kujVhOs@783 !> _jTMfi@284,2,1,7,1
2397,R_aSUAiiq@467 !< NjKvfoVUjz@894,2,1,8,1
2398,_@981 <= SVaKvKMJ_i@795,2,1,5,1
2399,nE_P@575 !< qi@120,2,1,8,1
